null object, must not be removed;//name---------------------------------------
  0;//identifier
  begin_animation_frames;
  invisible.png;//texture name
    0.000000;//time to display frame
  end_animation_frames;
  1.000000;//size*128
  0.000000;//vary size
  1;//transparent
  2;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  -1;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.000000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Star1;//name---------------------------------------
  1;//identifier
  begin_animation_frames;
  star1.png;//texture name
    4500.000000;//time to display frame
  star2.png;//texture name
    110.000000;//time to display frame 
  end_animation_frames;
  0.200000;//size*128
  0.000000;//vary size
  1;//transparent
  2;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  -1;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.000000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Star2;//name---------------------------------------
  2;//identifier
  begin_animation_frames;
  star1.png;//texture name
    4500.000000;//time to display frame
  star2.png;//texture name
    110.000000;//time to display frame 
  end_animation_frames;
  0.200000;//size*128
  0.000000;//vary size
  1;//transparent
  2;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  -1;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.000000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Star3;//name---------------------------------------
  3;//identifier
  begin_animation_frames;
  star1.png;//texture name
    5500.000000;//time to display frame
  star2.png;//texture name
    100.000000;//time to display frame 
  end_animation_frames;
  0.200000;//size*128
  0.000000;//vary size
  1;//transparent
  2;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  -1;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.000000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Sun1;//name---------------------------------------
  4;//identifier
  begin_animation_frames;
  sun.png;//texture name
    80.000000;//time to display frame
  sun2.png;//texture name
    80.000000;//time to display frame
  sun3.png;//texture name
    80.000000;//time to display frame8
  end_animation_frames;
  0.800000;//size*128
  0.000000;//vary size
  1;//transparent
  1;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  0;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.750000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Darkplanet1;//name---------------------------------------
  5;//identifier
  begin_animation_frames;
  pdark.png;//texture name
    0.000000;//time to display frame
  end_animation_frames;
  1.300000;//size*128
  0.000000;//vary size
  1;//transparent
  1;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  0;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.900000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Invisible;//name---------------------------------------
  6;//identifier
  begin_animation_frames;
  invisible.png;//texture name
    0.000000;//time to display frame
  end_animation_frames;
  1.000000;//size*128
  0.000000;//vary size
  1;//transparent
  1;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  -1;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.000000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Forest1;//name---------------------------------------
  7;//identifier
  begin_animation_frames;
  pforest.png;//texture name
    0.000000;//time to display frame
  end_animation_frames;
  1.000000;//size*128
  0.000000;//vary size
  1;//transparent
  1;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  0;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.900000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Toxic1;//name---------------------------------------
  8;//identifier
  begin_animation_frames;
  ptoxic.png;//texture name
    0.000000;//time to display frame
  end_animation_frames;
  1.000000;//size*128
  0.000000;//vary size
  1;//transparent
  1;//layer
  0;//does it sway with the wind
  0;//gets transparent when player near
  0;//provides shade for player
  0;//collision detection type, -1=none, 0=circle radius parameter0, 1=polygon parameter0 from polygons.dat size parameter1
  0.900000;//collision detection parameter0
  0.000000;//collision detection parameter1
  0;//Block vision. If 1, enemies and player cannot see other creatures through it. Use sparingly, this slows the AI down.
  0;//Stops bullets. Use sparingly as this can slow the game down a lot.
Ice1;//name---------------------------------------
  9;//identifier
  begin_animation_frames;
  pice1.png;//texture name
    0.000000;//time to display frame
  end_animation_frames;
  1.000000;//size*128
  0.000000;//vary size
  1;//transparent
  1;//layer
