10;//width of map below
9;//height of map below
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
end_of_file;

//areas will be placed in this order:
//-1 = no area here
//0 or above = area class number from areas.dat
//-2 = random area that must be here, make sure there are enough free areas to fill all
//-3 = random area that may be here, but only if any area is already adjacent to this square
